pscore,model,method,specialty,horizon_range
2.6907560511532895,lgb,Multi,dis_general_medicine,8-14
8.768232799419081,lgb,Multi,dis_general_medicine,8-14
4.395546651187048,lgb,Multi,dis_general_medicine,8-14
9.996178879351248,lgb,Multi,dis_general_medicine,8-14
3.1669131065810667,lgb,Multi,dis_general_medicine,8-14
4.200900719455654,lgb,Multi,dis_general_medicine,8-14
7.845231089566461,lgb,Multi,dis_general_medicine,8-14
6.16846812677147,lgb,Multi,dis_general_medicine,8-14
3.742313277151002,lgb,Multi,dis_general_medicine,8-14
4.469904467374128,lgb,Multi,dis_general_medicine,8-14
3.9422739775128206,lgb,Multi,dis_general_medicine,8-14
4.165410479576627,lgb,Multi,dis_general_medicine,8-14
4.360816391121417,lgb,Multi,dis_general_medicine,8-14
5.790974898715093,lgb,Multi,dis_general_medicine,8-14
3.2289805918128716,lgb,Multi,dis_general_medicine,8-14
4.513289128420741,lgb,Multi,dis_general_medicine,8-14
4.309201908543888,lgb,Multi,dis_general_medicine,8-14
9.198039588402617,lgb,Multi,dis_general_medicine,8-14
7.901224250501817,lgb,Multi,dis_general_medicine,8-14
5.131590696018857,lgb,Multi,dis_general_medicine,8-14
4.419568760602062,lgb,Multi,dis_general_medicine,8-14
8.327527593491924,lgb,Multi,dis_general_medicine,8-14
5.206964591111993,lgb,Multi,dis_general_medicine,8-14
7.372622390240794,lgb,Multi,dis_general_medicine,8-14
7.228578920158183,lgb,Multi,dis_general_medicine,8-14
3.3462391976717365,lgb,Multi,dis_general_medicine,8-14
12.149021014338732,lgb,Multi,dis_general_medicine,8-14
4.578806414408535,lgb,Multi,dis_general_medicine,8-14
5.517483147171703,lgb,Multi,dis_general_medicine,8-14
3.1163385752219677,lgb,Single,dis_general_medicine,15-21
3.2969717021092135,lgb,Single,dis_general_medicine,15-21
7.4177372217757505,lgb,Single,dis_general_medicine,15-21
7.73793377851918,lgb,Single,dis_general_medicine,15-21
8.142575515822895,lgb,Single,dis_general_medicine,15-21
5.858236102891541,lgb,Single,dis_general_medicine,15-21
12.177664207578506,lgb,Single,dis_general_medicine,15-21
8.599107181893947,lgb,Single,dis_general_medicine,15-21
9.036768183370679,lgb,Single,dis_general_medicine,15-21
9.380246706130832,lgb,Single,dis_general_medicine,15-21
4.347853491505098,lgb,Single,dis_general_medicine,15-21
5.038775582080143,lgb,Single,dis_general_medicine,15-21
6.331988982590886,lgb,Single,dis_general_medicine,15-21
5.3117862614599565,lgb,Single,dis_general_medicine,15-21
2.680669639224825,lgb,Single,dis_general_medicine,15-21
4.396166205289444,lgb,Single,dis_general_medicine,15-21
9.460891702661838,lgb,Single,dis_general_medicine,15-21
8.550290215341889,lgb,Single,dis_general_medicine,15-21
4.610917488231062,lgb,Single,dis_general_medicine,15-21
4.803269707098961,lgb,Single,dis_general_medicine,15-21
9.680509116374411,lgb,Single,dis_general_medicine,15-21
3.0619497475990007,lgb,Single,dis_general_medicine,15-21
8.159228548570246,lgb,Single,dis_general_medicine,15-21
6.230112093658248,lgb,Single,dis_general_medicine,15-21
3.9929808639226008,lgb,Single,dis_general_medicine,15-21
5.533757985260329,lgb,Single,dis_general_medicine,15-21
3.9693473322812145,lgb,Single,dis_general_medicine,15-21
17.418180455112125,lgb,Single,dis_general_medicine,15-21
6.607898592278209,lgb,Single,dis_general_medicine,15-21
5.67282649454311,lgb,Single,dis_general_medicine,15-21
4.363521267031662,lgb,Multi,dis_general_medicine,15-21
4.531370899873388,lgb,Multi,dis_general_medicine,15-21
9.41974523316267,lgb,Multi,dis_general_medicine,15-21
8.875533585826531,lgb,Multi,dis_general_medicine,15-21
9.033720822970913,lgb,Multi,dis_general_medicine,15-21
7.86731683008278,lgb,Multi,dis_general_medicine,15-21
4.383825880210649,lgb,Multi,dis_general_medicine,15-21
5.088929306638003,lgb,Multi,dis_general_medicine,15-21
7.462419504715032,lgb,Multi,dis_general_medicine,15-21
5.343360876476093,lgb,Multi,dis_general_medicine,15-21
4.973685120187113,lgb,Multi,dis_general_medicine,15-21
4.883952632398096,lgb,Multi,dis_general_medicine,15-21
6.796904389709395,lgb,Multi,dis_general_medicine,15-21
5.933699305231024,lgb,Multi,dis_general_medicine,15-21
2.4021774635057973,lgb,Multi,dis_general_medicine,15-21
5.924265417873747,lgb,Multi,dis_general_medicine,15-21
9.645036780847969,lgb,Multi,dis_general_medicine,15-21
8.030202559418788,lgb,Multi,dis_general_medicine,15-21
5.03799935588866,lgb,Multi,dis_general_medicine,15-21
4.560721489060859,lgb,Multi,dis_general_medicine,15-21
9.61584538451534,lgb,Multi,dis_general_medicine,15-21
3.0139639704442933,lgb,Multi,dis_general_medicine,15-21
9.292763588669768,lgb,Multi,dis_general_medicine,15-21
6.388789177727789,lgb,Multi,dis_general_medicine,15-21
4.584492789492359,lgb,Multi,dis_general_medicine,15-21
5.959187714544983,lgb,Multi,dis_general_medicine,15-21
7.046654115163579,lgb,Multi,dis_general_medicine,15-21
6.397253802674222,lgb,Multi,dis_general_medicine,15-21
7.334540407857176,lgb,Multi,dis_general_medicine,15-21
5.759630712018123,lgb,Multi,dis_general_medicine,15-21
5.356020888675983,lgb,Single,dis_general_medicine,22-42
6.106456617148023,lgb,Single,dis_general_medicine,22-42
7.451137924395582,lgb,Single,dis_general_medicine,22-42
6.155888986117797,lgb,Single,dis_general_medicine,22-42
5.146476020327839,lgb,Single,dis_general_medicine,22-42
7.155651022214386,lgb,Single,dis_general_medicine,22-42
7.21638584651254,lgb,Single,dis_general_medicine,22-42
7.257640095369682,lgb,Single,dis_general_medicine,22-42
6.251766317385067,lgb,Single,dis_general_medicine,22-42
4.787763310261761,lgb,Single,dis_general_medicine,22-42
4.660828782626677,lgb,Single,dis_general_medicine,22-42
4.364979293573473,lgb,Single,dis_general_medicine,22-42
3.9579224999890825,lgb,Single,dis_general_medicine,22-42
2.9063985907647423,lgb,Single,dis_general_medicine,22-42
4.6830425665862645,lgb,Single,dis_general_medicine,22-42
7.664865044700254,lgb,Single,dis_general_medicine,22-42
7.664341024568581,lgb,Single,dis_general_medicine,22-42
5.93234664030943,lgb,Single,dis_general_medicine,22-42
6.3166530589526655,lgb,Single,dis_general_medicine,22-42
5.305181508687334,lgb,Single,dis_general_medicine,22-42
5.361219563044679,lgb,Single,dis_general_medicine,22-42
6.286648384822312,lgb,Single,dis_general_medicine,22-42
5.4762267448300115,lgb,Single,dis_general_medicine,22-42
5.743965239953435,lgb,Single,dis_general_medicine,22-42
4.989546546801301,lgb,Single,dis_general_medicine,22-42
10.390606468382927,lgb,Single,dis_general_medicine,22-42
13.902072269078603,lgb,Single,dis_general_medicine,22-42
7.211368206841395,lgb,Single,dis_general_medicine,22-42
6.5779830747187695,lgb,Single,dis_general_medicine,22-42
6.708390369495639,lgb,Single,dis_general_medicine,22-42
6.010595056048608,lgb,Multi,dis_general_medicine,22-42
8.207897502205654,lgb,Multi,dis_general_medicine,22-42
9.492410022581483,lgb,Multi,dis_general_medicine,22-42
7.987136746420429,lgb,Multi,dis_general_medicine,22-42
4.130335121312702,lgb,Multi,dis_general_medicine,22-42
5.762423987997009,lgb,Multi,dis_general_medicine,22-42
6.642467075790904,lgb,Multi,dis_general_medicine,22-42
5.706409145555475,lgb,Multi,dis_general_medicine,22-42
4.589815755481866,lgb,Multi,dis_general_medicine,22-42
4.4532306457810265,lgb,Multi,dis_general_medicine,22-42
4.8153428867132435,lgb,Multi,dis_general_medicine,22-42
5.00500391795416,lgb,Multi,dis_general_medicine,22-42
4.292283542200653,lgb,Multi,dis_general_medicine,22-42
2.848862933570452,lgb,Multi,dis_general_medicine,22-42
4.653969283306054,lgb,Multi,dis_general_medicine,22-42
6.172381128715164,lgb,Multi,dis_general_medicine,22-42
5.865401468482503,lgb,Multi,dis_general_medicine,22-42
6.331747156766779,lgb,Multi,dis_general_medicine,22-42
6.753998931113402,lgb,Multi,dis_general_medicine,22-42
5.209144083207029,lgb,Multi,dis_general_medicine,22-42
5.528033080953757,lgb,Multi,dis_general_medicine,22-42
7.25008749088173,lgb,Multi,dis_general_medicine,22-42
6.444119564839791,lgb,Multi,dis_general_medicine,22-42
6.371546876884008,lgb,Multi,dis_general_medicine,22-42
5.413920054001142,lgb,Multi,dis_general_medicine,22-42
7.356562084813992,lgb,Multi,dis_general_medicine,22-42
8.022397043197868,lgb,Multi,dis_general_medicine,22-42
5.535920169134916,lgb,Multi,dis_general_medicine,22-42
6.524603480074352,lgb,Multi,dis_general_medicine,22-42
6.7222319752349025,lgb,Multi,dis_general_medicine,22-42
4.0348089524920345,lgb,Single,dis_haematology_clinical,1-7
5.84594205035321,lgb,Single,dis_haematology_clinical,1-7
2.9240772276785885,lgb,Single,dis_haematology_clinical,1-7
2.8113094151179157,lgb,Single,dis_haematology_clinical,1-7
3.2695025235731303,lgb,Single,dis_haematology_clinical,1-7
3.5291244129150736,lgb,Single,dis_haematology_clinical,1-7
4.833544989379762,lgb,Single,dis_haematology_clinical,1-7
15.3994197400603,lgb,Single,dis_haematology_clinical,1-7
5.39153604615739,lgb,Single,dis_haematology_clinical,1-7
6.921358905385331,lgb,Single,dis_haematology_clinical,1-7
7.287807443461867,lgb,Single,dis_haematology_clinical,1-7
4.5863546423494705,lgb,Single,dis_haematology_clinical,1-7
1.7061693243512044,lgb,Single,dis_haematology_clinical,1-7
2.1708072180504674,lgb,Single,dis_haematology_clinical,1-7
3.0545712296571965,lgb,Single,dis_haematology_clinical,1-7
4.2358192867129265,lgb,Single,dis_haematology_clinical,1-7
5.026787074590058,lgb,Single,dis_haematology_clinical,1-7
2.696711590498578,lgb,Single,dis_haematology_clinical,1-7
12.169330651163605,lgb,Single,dis_haematology_clinical,1-7
3.5825431230686218,lgb,Single,dis_haematology_clinical,1-7
2.3210167941810163,lgb,Single,dis_haematology_clinical,1-7
2.419397567337584,lgb,Single,dis_haematology_clinical,1-7
5.306472678376978,lgb,Single,dis_haematology_clinical,1-7
2.705643261785353,lgb,Single,dis_haematology_clinical,1-7
3.611012400395482,lgb,Single,dis_haematology_clinical,1-7
2.9940763322936492,lgb,Single,dis_haematology_clinical,1-7
5.012040780737105,lgb,Single,dis_haematology_clinical,1-7
5.160761781177439,lgb,Single,dis_haematology_clinical,1-7
16.717839900570965,lgb,Single,dis_haematology_clinical,1-7
7.613841613938868,lgb,Single,dis_haematology_clinical,1-7
2.5064000580074173,lgb,Multi,dis_haematology_clinical,1-7
6.726561899688151,lgb,Multi,dis_haematology_clinical,1-7
2.436804953239537,lgb,Multi,dis_haematology_clinical,1-7
2.622926493282648,lgb,Multi,dis_haematology_clinical,1-7
3.033320320526619,lgb,Multi,dis_haematology_clinical,1-7
4.351463409819496,lgb,Multi,dis_haematology_clinical,1-7
3.4317271653602432,lgb,Multi,dis_haematology_clinical,1-7
5.757900596351897,lgb,Multi,dis_haematology_clinical,1-7
4.318080571822424,lgb,Multi,dis_haematology_clinical,1-7
4.096058282286917,lgb,Multi,dis_haematology_clinical,1-7
4.088053121894346,lgb,Multi,dis_haematology_clinical,1-7
3.606475002925872,lgb,Multi,dis_haematology_clinical,1-7
1.8939888825794113,lgb,Multi,dis_haematology_clinical,1-7
1.8668070602069704,lgb,Multi,dis_haematology_clinical,1-7
2.6397495879757154,lgb,Multi,dis_haematology_clinical,1-7
2.301086753043499,lgb,Multi,dis_haematology_clinical,1-7
5.213724857639171,lgb,Multi,dis_haematology_clinical,1-7
3.051849734645618,lgb,Multi,dis_haematology_clinical,1-7
5.532171556915903,lgb,Multi,dis_haematology_clinical,1-7
4.30988709849523,lgb,Multi,dis_haematology_clinical,1-7
2.8555900846158306,lgb,Multi,dis_haematology_clinical,1-7
2.763643627541962,lgb,Multi,dis_haematology_clinical,1-7
3.445770525720639,lgb,Multi,dis_haematology_clinical,1-7
3.499917472649772,lgb,Multi,dis_haematology_clinical,1-7
3.396951050190227,lgb,Multi,dis_haematology_clinical,1-7
3.088382562719054,lgb,Multi,dis_haematology_clinical,1-7
3.213459463501632,lgb,Multi,dis_haematology_clinical,1-7
4.630738099253192,lgb,Multi,dis_haematology_clinical,1-7
6.241041043647413,lgb,Multi,dis_haematology_clinical,1-7
5.3060000193254995,lgb,Multi,dis_haematology_clinical,1-7
4.8381477829396955,lgb,Single,dis_haematology_clinical,8-14
5.899090576173029,lgb,Single,dis_haematology_clinical,8-14
3.9499212981714344,lgb,Single,dis_haematology_clinical,8-14
4.718604313833786,lgb,Single,dis_haematology_clinical,8-14
2.499911905586218,lgb,Single,dis_haematology_clinical,8-14
5.769147877323584,lgb,Single,dis_haematology_clinical,8-14
3.357190821174531,lgb,Single,dis_haematology_clinical,8-14
4.510023197665213,lgb,Single,dis_haematology_clinical,8-14
9.379481760640616,lgb,Single,dis_haematology_clinical,8-14
4.377651863182427,lgb,Single,dis_haematology_clinical,8-14
4.080546628336137,lgb,Single,dis_haematology_clinical,8-14
2.6964932855507096,lgb,Single,dis_haematology_clinical,8-14
2.3262426134873597,lgb,Single,dis_haematology_clinical,8-14
3.7544721881211425,lgb,Single,dis_haematology_clinical,8-14
5.085276442883088,lgb,Single,dis_haematology_clinical,8-14
3.198252348518214,lgb,Single,dis_haematology_clinical,8-14
4.0406993203343715,lgb,Single,dis_haematology_clinical,8-14
12.890615337435605,lgb,Single,dis_haematology_clinical,8-14
4.7441988722047865,lgb,Single,dis_haematology_clinical,8-14
4.061302224275165,lgb,Single,dis_haematology_clinical,8-14
3.3049504207382605,lgb,Single,dis_haematology_clinical,8-14
3.8259598270119346,lgb,Single,dis_haematology_clinical,8-14
3.510879871929707,lgb,Single,dis_haematology_clinical,8-14
3.6057570932236525,lgb,Single,dis_haematology_clinical,8-14
2.5074186575312933,lgb,Single,dis_haematology_clinical,8-14
3.6830701932554875,lgb,Single,dis_haematology_clinical,8-14
7.058181212242111,lgb,Single,dis_haematology_clinical,8-14
6.235315132486089,lgb,Single,dis_haematology_clinical,8-14
10.543168302284661,lgb,Single,dis_haematology_clinical,8-14
3.8632213418087358,lgb,Single,dis_haematology_clinical,8-14
3.7425164122871237,lgb,Multi,dis_haematology_clinical,8-14
6.281166169645256,lgb,Multi,dis_haematology_clinical,8-14
3.7538492034251276,lgb,Multi,dis_haematology_clinical,8-14
4.393779787380805,lgb,Multi,dis_haematology_clinical,8-14
2.820507015181594,lgb,Multi,dis_haematology_clinical,8-14
3.974894489041941,lgb,Multi,dis_haematology_clinical,8-14
3.5403048875163856,lgb,Multi,dis_haematology_clinical,8-14
3.8156369254048244,lgb,Multi,dis_haematology_clinical,8-14
4.593364953246193,lgb,Multi,dis_haematology_clinical,8-14
3.0194846365741235,lgb,Multi,dis_haematology_clinical,8-14
4.247972579942039,lgb,Multi,dis_haematology_clinical,8-14
3.4777991268226396,lgb,Multi,dis_haematology_clinical,8-14
2.838751314723404,lgb,Multi,dis_haematology_clinical,8-14
3.439783711955555,lgb,Multi,dis_haematology_clinical,8-14
4.801905881859177,lgb,Multi,dis_haematology_clinical,8-14
2.9186814047021317,lgb,Multi,dis_haematology_clinical,8-14
4.155079308028891,lgb,Multi,dis_haematology_clinical,8-14
5.8384356171933245,lgb,Multi,dis_haematology_clinical,8-14
4.898590250079122,lgb,Multi,dis_haematology_clinical,8-14
2.9261528894019833,lgb,Multi,dis_haematology_clinical,8-14
2.9876553314185514,lgb,Multi,dis_haematology_clinical,8-14
4.027895791989552,lgb,Multi,dis_haematology_clinical,8-14
3.2926394945983724,lgb,Multi,dis_haematology_clinical,8-14
3.8710738751134763,lgb,Multi,dis_haematology_clinical,8-14
3.0857232250760047,lgb,Multi,dis_haematology_clinical,8-14
4.221798214523343,lgb,Multi,dis_haematology_clinical,8-14
4.905896875047061,lgb,Multi,dis_haematology_clinical,8-14
4.31136367635895,lgb,Multi,dis_haematology_clinical,8-14
5.662278101365949,lgb,Multi,dis_haematology_clinical,8-14
2.650144988605365,lgb,Multi,dis_haematology_clinical,8-14
8.095637191485212,lgb,Single,dis_haematology_clinical,15-21
3.253066823717956,lgb,Single,dis_haematology_clinical,15-21
3.542443577202355,lgb,Single,dis_haematology_clinical,15-21
2.187677762171014,lgb,Single,dis_haematology_clinical,15-21
4.125890344120379,lgb,Single,dis_haematology_clinical,15-21
2.7295056363162984,lgb,Single,dis_haematology_clinical,15-21
15.723823178249457,lgb,Single,dis_haematology_clinical,15-21
10.569393239694373,lgb,Single,dis_haematology_clinical,15-21
6.2079576224348205,lgb,Single,dis_haematology_clinical,15-21
10.040363999695817,lgb,Single,dis_haematology_clinical,15-21
4.523781470193238,lgb,Single,dis_haematology_clinical,15-21
2.0410256625523417,lgb,Single,dis_haematology_clinical,15-21
2.357478215476761,lgb,Single,dis_haematology_clinical,15-21
2.478679164079481,lgb,Single,dis_haematology_clinical,15-21
4.3748386099394425,lgb,Single,dis_haematology_clinical,15-21
6.210675277285731,lgb,Single,dis_haematology_clinical,15-21
3.4259741744822034,lgb,Single,dis_haematology_clinical,15-21
5.379285235509004,lgb,Single,dis_haematology_clinical,15-21
3.0457706727343963,lgb,Single,dis_haematology_clinical,15-21
2.3261735112534523,lgb,Single,dis_haematology_clinical,15-21
2.4197571183222704,lgb,Single,dis_haematology_clinical,15-21
2.62282753237444,lgb,Single,dis_haematology_clinical,15-21
3.770253383503887,lgb,Single,dis_haematology_clinical,15-21
3.2275692417906825,lgb,Single,dis_haematology_clinical,15-21
4.273272937162162,lgb,Single,dis_haematology_clinical,15-21
3.813780579618984,lgb,Single,dis_haematology_clinical,15-21
4.308438628685395,lgb,Single,dis_haematology_clinical,15-21
15.643529942832602,lgb,Single,dis_haematology_clinical,15-21
5.560051626109664,lgb,Single,dis_haematology_clinical,15-21
5.435698227353777,lgb,Single,dis_haematology_clinical,15-21
8.974681101263249,lgb,Multi,dis_haematology_clinical,15-21
3.2194022703233136,lgb,Multi,dis_haematology_clinical,15-21
3.7438935915727507,lgb,Multi,dis_haematology_clinical,15-21
2.312109597805311,lgb,Multi,dis_haematology_clinical,15-21
3.5765829763854384,lgb,Multi,dis_haematology_clinical,15-21
2.5522707909220435,lgb,Multi,dis_haematology_clinical,15-21
7.666587137439355,lgb,Multi,dis_haematology_clinical,15-21
6.72140060072643,lgb,Multi,dis_haematology_clinical,15-21
4.381385439993553,lgb,Multi,dis_haematology_clinical,15-21
4.603313252362493,lgb,Multi,dis_haematology_clinical,15-21
4.838960621602164,lgb,Multi,dis_haematology_clinical,15-21
2.5575104832330884,lgb,Multi,dis_haematology_clinical,15-21
2.341868950787301,lgb,Multi,dis_haematology_clinical,15-21
3.085931030133788,lgb,Multi,dis_haematology_clinical,15-21
4.139927113078749,lgb,Multi,dis_haematology_clinical,15-21
5.396636035112094,lgb,Multi,dis_haematology_clinical,15-21
3.628945575784182,lgb,Multi,dis_haematology_clinical,15-21
5.1401802984063725,lgb,Multi,dis_haematology_clinical,15-21
3.543142997328092,lgb,Multi,dis_haematology_clinical,15-21
2.2058497774275696,lgb,Multi,dis_haematology_clinical,15-21
2.4590775071005355,lgb,Multi,dis_haematology_clinical,15-21
2.437931764846614,lgb,Multi,dis_haematology_clinical,15-21
3.818751822532171,lgb,Multi,dis_haematology_clinical,15-21
3.7477579576619617,lgb,Multi,dis_haematology_clinical,15-21
3.19849391887407,lgb,Multi,dis_haematology_clinical,15-21
3.046022705895241,lgb,Multi,dis_haematology_clinical,15-21
2.7297963625364656,lgb,Multi,dis_haematology_clinical,15-21
4.962923834665525,lgb,Multi,dis_haematology_clinical,15-21
5.05293529753517,lgb,Multi,dis_haematology_clinical,15-21
5.419189212052332,lgb,Multi,dis_haematology_clinical,15-21
3.7164359101934186,lgb,Single,dis_haematology_clinical,22-42
3.2879607505682187,lgb,Single,dis_haematology_clinical,22-42
3.379629205133753,lgb,Single,dis_haematology_clinical,22-42
3.6828871437989013,lgb,Single,dis_haematology_clinical,22-42
5.914807951805859,lgb,Single,dis_haematology_clinical,22-42
8.60952825484072,lgb,Single,dis_haematology_clinical,22-42
6.414128181966734,lgb,Single,dis_haematology_clinical,22-42
6.070526806766857,lgb,Single,dis_haematology_clinical,22-42
5.623531591194303,lgb,Single,dis_haematology_clinical,22-42
3.571824514551236,lgb,Single,dis_haematology_clinical,22-42
2.688756150903316,lgb,Single,dis_haematology_clinical,22-42
2.8804289885302845,lgb,Single,dis_haematology_clinical,22-42
4.395456492588385,lgb,Single,dis_haematology_clinical,22-42
4.571770819794158,lgb,Single,dis_haematology_clinical,22-42
4.701778721956072,lgb,Single,dis_haematology_clinical,22-42
7.458287014834612,lgb,Single,dis_haematology_clinical,22-42
7.619766492465081,lgb,Single,dis_haematology_clinical,22-42
3.274710532251799,lgb,Single,dis_haematology_clinical,22-42
3.1579386064432375,lgb,Single,dis_haematology_clinical,22-42
3.36978013691128,lgb,Single,dis_haematology_clinical,22-42
3.1474165844865793,lgb,Single,dis_haematology_clinical,22-42
2.9270266521303605,lgb,Single,dis_haematology_clinical,22-42
2.879231938298297,lgb,Single,dis_haematology_clinical,22-42
3.4573947215541674,lgb,Single,dis_haematology_clinical,22-42
5.746940024015298,lgb,Single,dis_haematology_clinical,22-42
10.4687214704188,lgb,Single,dis_haematology_clinical,22-42
12.333275151437874,lgb,Single,dis_haematology_clinical,22-42
8.267105787547015,lgb,Single,dis_haematology_clinical,22-42
3.0837051469651584,lgb,Single,dis_haematology_clinical,22-42
3.8428440525575187,lgb,Single,dis_haematology_clinical,22-42
3.5398827008491844,lgb,Multi,dis_haematology_clinical,22-42
3.2828094396346006,lgb,Multi,dis_haematology_clinical,22-42
3.6580853467155796,lgb,Multi,dis_haematology_clinical,22-42
3.614108955284111,lgb,Multi,dis_haematology_clinical,22-42
3.9063687927228252,lgb,Multi,dis_haematology_clinical,22-42
5.319484852052091,lgb,Multi,dis_haematology_clinical,22-42
4.82976882087648,lgb,Multi,dis_haematology_clinical,22-42
4.1651547770744815,lgb,Multi,dis_haematology_clinical,22-42
4.4930559901902205,lgb,Multi,dis_haematology_clinical,22-42
3.8593098048766037,lgb,Multi,dis_haematology_clinical,22-42
3.0887929471713997,lgb,Multi,dis_haematology_clinical,22-42
2.671579633597836,lgb,Multi,dis_haematology_clinical,22-42
4.183282994837873,lgb,Multi,dis_haematology_clinical,22-42
4.888015271667484,lgb,Multi,dis_haematology_clinical,22-42
4.343893483913009,lgb,Multi,dis_haematology_clinical,22-42
5.168745643609501,lgb,Multi,dis_haematology_clinical,22-42
5.493233983369994,lgb,Multi,dis_haematology_clinical,22-42
3.4959203243623773,lgb,Multi,dis_haematology_clinical,22-42
2.702704379926738,lgb,Multi,dis_haematology_clinical,22-42
3.2080035215455687,lgb,Multi,dis_haematology_clinical,22-42
2.863716374197204,lgb,Multi,dis_haematology_clinical,22-42
2.6661808272652743,lgb,Multi,dis_haematology_clinical,22-42
2.8560649918725414,lgb,Multi,dis_haematology_clinical,22-42
3.344539392931811,lgb,Multi,dis_haematology_clinical,22-42
3.6215478384741693,lgb,Multi,dis_haematology_clinical,22-42
5.3751038623352905,lgb,Multi,dis_haematology_clinical,22-42
5.443583913515414,lgb,Multi,dis_haematology_clinical,22-42
5.257661191188142,lgb,Multi,dis_haematology_clinical,22-42
2.8113747706446466,lgb,Multi,dis_haematology_clinical,22-42
3.808048426383655,lgb,Multi,dis_haematology_clinical,22-42
3.7856458517083498,lgb,Single,dis_endoscopy,1-7
11.552228271759347,lgb,Single,dis_endoscopy,1-7
7.9329507926532665,lgb,Single,dis_endoscopy,1-7
10.41144891072345,lgb,Single,dis_endoscopy,1-7
6.846163035558722,lgb,Single,dis_endoscopy,1-7
5.525422215369333,lgb,Single,dis_endoscopy,1-7
5.581800032717356,lgb,Single,dis_endoscopy,1-7
11.446279640015163,lgb,Single,dis_endoscopy,1-7
4.7123855293786345,lgb,Single,dis_endoscopy,1-7
13.04500590305275,lgb,Single,dis_endoscopy,1-7
10.92020654566617,lgb,Single,dis_endoscopy,1-7
4.760595841791317,lgb,Single,dis_endoscopy,1-7
5.15792249903675,lgb,Single,dis_endoscopy,1-7
3.3339718615841227,lgb,Single,dis_endoscopy,1-7
4.696927679345795,lgb,Single,dis_endoscopy,1-7
3.6192370518441614,lgb,Single,dis_endoscopy,1-7
4.956548317711229,lgb,Single,dis_endoscopy,1-7
4.592359735666503,lgb,Single,dis_endoscopy,1-7
9.016944079941942,lgb,Single,dis_endoscopy,1-7
5.883699121808545,lgb,Single,dis_endoscopy,1-7
5.871456760388885,lgb,Single,dis_endoscopy,1-7
6.800279026525129,lgb,Single,dis_endoscopy,1-7
9.491333810565747,lgb,Single,dis_endoscopy,1-7
3.5873098235740275,lgb,Single,dis_endoscopy,1-7
4.0344256195065595,lgb,Single,dis_endoscopy,1-7
11.816001645091015,lgb,Single,dis_endoscopy,1-7
7.438068274408083,lgb,Single,dis_endoscopy,1-7
10.324320106212637,lgb,Single,dis_endoscopy,1-7
32.268123549866615,lgb,Single,dis_endoscopy,1-7
6.26936424628616,lgb,Single,dis_endoscopy,1-7
2.240034137035375,lgb,Multi,dis_endoscopy,1-7
10.271429812675157,lgb,Multi,dis_endoscopy,1-7
8.98174217163586,lgb,Multi,dis_endoscopy,1-7
9.781669312625938,lgb,Multi,dis_endoscopy,1-7
4.349480326817303,lgb,Multi,dis_endoscopy,1-7
3.9474754520364295,lgb,Multi,dis_endoscopy,1-7
9.082223220146684,lgb,Multi,dis_endoscopy,1-7
7.675909483759811,lgb,Multi,dis_endoscopy,1-7
6.272394726677397,lgb,Multi,dis_endoscopy,1-7
7.9864981162334,lgb,Multi,dis_endoscopy,1-7
5.429519404980215,lgb,Multi,dis_endoscopy,1-7
5.6984181276561845,lgb,Multi,dis_endoscopy,1-7
4.596953338355573,lgb,Multi,dis_endoscopy,1-7
3.38102826178518,lgb,Multi,dis_endoscopy,1-7
5.290688401884884,lgb,Multi,dis_endoscopy,1-7
5.186388064183453,lgb,Multi,dis_endoscopy,1-7
6.862335552768362,lgb,Multi,dis_endoscopy,1-7
5.458649803851238,lgb,Multi,dis_endoscopy,1-7
4.931659318622171,lgb,Multi,dis_endoscopy,1-7
11.025341617655428,lgb,Multi,dis_endoscopy,1-7
6.74698005110423,lgb,Multi,dis_endoscopy,1-7
7.559028799151597,lgb,Multi,dis_endoscopy,1-7
9.104452825010029,lgb,Multi,dis_endoscopy,1-7
3.5757563785508517,lgb,Multi,dis_endoscopy,1-7
7.415227684190069,lgb,Multi,dis_endoscopy,1-7
14.697322641744226,lgb,Multi,dis_endoscopy,1-7
6.963123154355893,lgb,Multi,dis_endoscopy,1-7
6.569276031149561,lgb,Multi,dis_endoscopy,1-7
22.373987716385944,lgb,Multi,dis_endoscopy,1-7
6.03447461777963,lgb,Multi,dis_endoscopy,1-7
10.234043934314855,lgb,Single,dis_endoscopy,8-14
9.514243704869148,lgb,Single,dis_endoscopy,8-14
7.102996647557413,lgb,Single,dis_endoscopy,8-14
7.957236369811019,lgb,Single,dis_endoscopy,8-14
7.123188803675936,lgb,Single,dis_endoscopy,8-14
6.77158867035201,lgb,Single,dis_endoscopy,8-14
5.0323125359954854,lgb,Single,dis_endoscopy,8-14
2.39725411444121,lgb,Single,dis_endoscopy,8-14
9.101703669416471,lgb,Single,dis_endoscopy,8-14
16.85270858396324,lgb,Single,dis_endoscopy,8-14
6.69107296802777,lgb,Single,dis_endoscopy,8-14
4.538055839885357,lgb,Single,dis_endoscopy,8-14
4.101954986580803,lgb,Single,dis_endoscopy,8-14
3.550395451626057,lgb,Single,dis_endoscopy,8-14
7.224254786719802,lgb,Single,dis_endoscopy,8-14
4.389015953707041,lgb,Single,dis_endoscopy,8-14
4.006249335568577,lgb,Single,dis_endoscopy,8-14
9.799650537397428,lgb,Single,dis_endoscopy,8-14
11.429531386559487,lgb,Single,dis_endoscopy,8-14
11.654222622488364,lgb,Single,dis_endoscopy,8-14
